"X...ID";"ClassNr";"DateSW16";"DateEW16";"DateRW16";"ComplW16";"Grade";"Sex";"AgeW1";"ETH01";"ETH03";"EduLevel";"CnstCD";"StateW16";"NAccID";"NAccAD";"NAccSD";"WebD";"MailD";"CheckD";"ErrorD";"UseablD";"TypeD1";"TypeD2";"TypeD3";"TypeOD1";"TypeOD2";"TypeOD3";"StateW1";"StateW2";"StateW3";"StateW4";"StateW5";"StateW6";"StateW7";"StateW8";"StateW9";"StateW10";"StateW11";"StateW12";"StateW13";"StateW14";"StateW15";"ComplW1";"ComplW2";"ComplW3";"ComplW4";"ComplW5";"ComplW6";"ComplW7";"ComplW8";"ComplW9";"ComplW10";"ComplW11";"ComplW12";"ComplW13";"ComplW14";"ComplW15";"DateRW13";"DateRW14";"BirthM";"BirthY";"BirthD";"ETH02";"ETH04";"AWB01W1";"AWB01W14";"CWB01W1";"CWB01W14";"PAF01W1";"NAF01W1";"PAF02W1";"NAF02W1";"PAF03W1";"NAF03W1";"PAF04W1";"NAF04W1";"PAF05W1";"NAF05W1";"PAF06W1";"NAF06W1";"PAF07W1";"NAF07W1";"SEE01W1";"SEE02W1";"SEE03W1";"SEE04W1";"SEE01W1R";"SEE04W1R";"SEE01W14";"SEE02W14";"SEE03W14";"SEE04W14";"SEE01W14R";"SEE04W14R";"LON01W1";"LON02W1";"LON03W1";"LON04W1";"LON05W1";"LON01W14";"LON02W14";"LON03W14";"LON04W14";"LON05W14";"SRT01W1";"SRT02W1";"SRT03W1";"SRT04W1";"SRT05W1";"SRT06W1";"SRT07W1";"SRT08W1";"SRT09W1";"SRT01W14";"SRT02W14";"SRT03W14";"SRT04W14";"SRT05W14";"SRT06W14";"SRT07W14";"SRT08W14";"SRT09W14";"SRT02W1R";"SRT04W1R";"SRT05W1R";"SRT07W1R";"SRT08W1R";"SRT02W14R";"SRT04W14R";"SRT05W14R";"SRT07W14R";"SRT08W14R";"SCP01W1";"SCP02W1";"SCP03W1";"MPT01W1";"MPT02W1";"MPT01W14";"MPS01W1";"MPS02W1";"MPS03W1";"MPS04W1";"MPS05W1";"INTGDW1";"INTGFW1";"INTGMW1";"SNTGDW1";"SNTGFW1";"SNTGMW1";"WATGDW1";"WATGFW1";"WATGMW1";"YTTGDW1";"YTTGFW1";"YTTGMW1";"INPD1W1";"INAD1W1";"INPD2W1";"INAD2W1";"INPF1W1";"INAF1W1";"INPF2W1";"INAF2W1";"INAL0W1";"INAL1W1";"INAL2W1";"INAL3W1";"INAL4W1";"INAL5W1";"INC01W1";"INC01W13";"INF01W1";"INF02W1";"INL01W1";"FBI01W1";"FBI01W1R";"FBI02W1";"IFI01W1";"IFI02W1";"FNr01W1";"FQS01W1";"FQS02W1";"FQC01W1";"FQC02W1";"FQC01W1R";"FQC02W1R";"PRU01W1";"PRU02W1";"PRU03W1";"PRU04W1";"PRU05W1";"PRU01W14";"PRU02W14";"PRU03W14";"PRU04W14";"PRU05W14";"PMK01W1";"PMK02W1";"PMK03W1";"PMK04W1";"PMK01W14";"PMK02W14";"PMK03W14";"PMK04W14";"ADS05W1";"ADS06W1";"ADS07W1";"ADS08W1";"ADS05W14";"ADS06W14";"ADS07W14";"ADS08W14";"NCompletedE1";"NCompletedE2"
104;4;"2020/06/23 13:25:53";"2020/06/23 13:30:10";"2020/06/23 13:30:11";100;8;"Jongen";"13,84837";"Nederland";"Nederlander";"Havo";"Nee, ik wil niet meedoen";"completed";NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;"2020/05/05 15:07:02";"2020/05/19 14:57:04";1;2006;"2006-01-15";NA;NA;6;6;7;7;5;1;3;1;2;2;4;1;4;1;3;1;4;1;1;4;4;2;5;4;1;3;3;1;5;5;1;2;2;1;1;1;1;1;1;1;5;2;4;2;2;4;2;1;4;4;2;4;2;2;3;2;1;2;4;4;4;4;5;4;4;4;4;5;1;2;6;"Ja, ik heb een Android (bijv. Samsung, Motorola, Huawei)";NA;"Ik heb een Android (bijv. Samsung, Motorla, Huawei)";3;1;4;1;1;"7 keer  per week";1;5;"Nooit";"0,0";"0,0";"7 keer  per week";8;15;"7 keer  per week";8;90;"7 dagen";"Nooit";"Nooit";"Nooit";1;0;0;0;"INAL3W1";8888;0;1;0;0;"1";"1";"100,000";1;8888;"8888";8888;8888;8888;8888;10;5;3;1;1;5;5;"Nee";"Ja";"Nee";"Ja";"Ja";"Nee";"Ja";"Nee";"Nee";"Nee";4;1;1;1;3;3;2;2;1;1;1;1;1;1;1;1;105;116
255;22;"2020/06/23 11:14:30";"2020/06/23 11:17:53";"2020/07/07 11:17:56";61;8;"Meisje";"14,35223";"Nederland";"Nederlander";"Havo";"Ja, ik wil doorgaan";"completed";NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;"2020/05/07 16:36:22";"2020/05/20 11:39:28";7;2005;"2005-07-15";NA;NA;5;3;7;4;2;3;2;3;4;4;4;2;3;3;2;1;4;2;2;2;3;2;4;4;3;3;2;2;3;4;2;4;2;2;2;4;4;4;3;3;3;3;4;2;2;5;4;2;3;4;4;3;2;5;4;3;3;2;3;4;4;2;4;2;4;1;3;3;5;4;4;"Ja, ik heb een iPhone";NA;"Ik heb een iPhone";3;2;3;2;1;"7 keer  per week";5;20;"7 keer  per week";"4,0";"10,0";"7 keer  per week";7;15;"7 keer  per week";2;160;"Nooit";"1 dag";"7 dagen";"7 dagen";0;0;1;1;"INAL5W1";0;8888;8888;8888;1;"3 of meer";"10";"2000,000";4;0;"6";6;6;4;4;20;4;4;2;2;4;4;"Nee";"Ja";"Ja";"Nee";"Ja";"Nee";"Ja";"Nee";"Nee";"Ja";2;1;3;2;5;4;3;2;4;4;4;4;4;4;3;2;70;3
195;13;"2020/06/23 11:15:49";"2020/06/23 11:23:31";"2020/06/23 11:23:31";100;8;"Meisje";"13,60224";"Nederland";"Nederlander";"Vmbo";"Nee, ik wil niet meedoen";"completed";NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;"2020/05/05 16:10:34";"2020/05/19 13:08:45";4;2006;"2006-04-15";NA;NA;7;7;10;1;5;1;5;1;4;1;5;1;4;1;4;1;5;2;1;5;5;1;5;5;1;5;5;1;5;5;1;1;1;1;1;1;5;1;2;1;3;1;3;2;2;3;1;3;1;2;3;4;1;3;5;1;3;3;5;4;4;5;3;3;5;3;5;3;1;1;4;"Ja, ik heb een iPhone";NA;"Ik heb een iPhone";5;1;2;3;1;"7 keer  per week";2;10;"7 keer  per week";"4,0";"4,0";"7 keer  per week";6;5;"7 keer  per week";3;60;"7 dagen";"Nooit";"Nooit";"1 dag";2;0;0;1;"INAL3W1";8888;0;1;8888;0;"1";"2";"250,000";4;8888;"Ik heb niet gekeken of ik reacties had";8;8888;1;4;2;5;5;1;1;5;5;"Nee";"Ja";"Ja";"Nee";"Ja";"Nee";"Ja";"Nee";"Nee";"Ja";3;2;1;1;4;3;3;4;1;1;1;1;1;1;1;1;114;97
379;9;"2020/06/23 20:41:16";"2020/06/23 20:49:46";"2020/07/07 20:49:53";83;8;"Meisje";"13,35317";"Nederland";"Nederlander";"Vmbo";"Ja, ik wil doorgaan";"completed";1;0;0;"Via de Instagram app";"Nee, ik heb de mail nog niet ontvangen";NA;NA;NA;NA;NA;NA;NA;NA;NA;"completed";"partially completed";"fully expired";"fully expired";"fully expired";"fully expired";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";100;21;0;0;0;0;100;100;100;100;100;100;100;100;100;"2020/05/11 15:50:14";"2020/05/20 12:31:30";7;2006;"2006-07-15";NA;NA;6;5;9;8;3;2;4;3;5;4;5;3;4;2;5;2;5;3;1;5;5;1;5;5;2;3;4;2;4;4;2;2;1;1;1;2;4;2;3;3;4;1;3;5;5;4;1;5;3;2;2;4;4;5;3;1;3;2;5;1;1;5;1;4;2;1;5;3;3;2;3;"Ja, ik heb een Android (bijv. Samsung, Motorola, Huawei)";NA;"Ik heb een Android (bijv. Samsung, Motorla, Huawei)";3;1;3;3;2;"4 keer  per week";3;10;"7 keer  per week";"2,0";"10,0";"7 keer  per week";10;60;"3 keer  per week";2;30;"7 dagen";"1 dag";"2 dagen";"3 dagen";2;1;1;2;NA;8888;8888;8888;8888;8888;"2";"5";"200,000";1;100;"7";7;7;4;1;7;5;4;2;1;4;5;"Ja";"Ja";"Ja";"Ja";"Nee";"Nee";"Ja";"Ja";"Ja";"Ja";3;3;4;3;3;2;2;3;3;2;2;2;2;3;2;3;99;40
83;3;"2020/06/26 08:37:52";"2020/06/26 11:46:21";"2020/06/26 11:46:23";100;8;"Jongen";"13,18272";"Nederland";"Nederlander";"Vwo (Atheneum/Gymnasium)";"Nee, ik heb geen Instagram account";"completed";NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"fully expired";"fully expired";"fully expired";"fully expired";"fully expired";"completed";"fully expired";100;100;100;100;100;100;100;100;0;0;0;0;0;100;0;NA;"2020/05/19 19:12:50";9;2006;"2006-09-15";NA;NA;5;6;8;8;3;3;5;1;4;2;5;3;4;3;3;1;5;1;1;4;5;1;5;5;1;4;5;1;5;5;1;1;1;3;1;1;1;1;1;1;3;1;5;1;2;4;1;2;5;4;1;5;1;1;4;1;1;4;5;5;4;5;4;5;5;5;5;5;2;2;3;"Ja, ik heb een iPhone";NA;"Ik heb een iPhone";1;4;4;1;1;"Nooit";0;0;"Nooit";"0,0";"0,0";"7 keer  per week";7;15;"6 keer  per week";3;60;"7777";"7777";"7777";"9999";7777;7777;7777;7777;NA;7777;7777;7777;7777;7777;"7777";"5555";"7777,000";7777;7777;"7777";7777;7777;7777;7777;4;5;4;2;1;4;5;"Nee";"Nee";"Nee";"Nee";"Nee";"Nee";"Ja";"Ja";"Nee";"Nee";3;2;2;2;3;4;2;1;1;1;1;1;1;1;1;1;11;3
336;15;"2020/06/23 11:16:54";"2020/06/23 11:22:15";"2020/06/23 11:22:16";100;8;"Meisje";"14,01515";"Nederland";"Nederlander";"Vwo (Atheneum/Gymnasium)";"Nee, ik wil niet meedoen";"completed";NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;"2020/05/05 18:27:59";"2020/05/19 13:13:02";11;2005;"2005-11-15";NA;NA;6;6;6;8;3;4;3;1;4;3;4;1;4;3;4;3;4;3;1;3;3;1;5;5;3;2;3;1;3;5;1;1;2;2;1;3;3;2;3;3;3;2;3;1;3;3;1;2;3;3;3;4;1;3;2;2;3;1;4;5;3;5;4;3;5;3;4;3;6;4;5;"Ja, ik heb een iPhone";NA;"Ik heb een iPhone";3;3;4;3;1;"7 keer  per week";6;75;"7 keer  per week";"2,0";"10,0";"7 keer  per week";6;7;"7 keer  per week";2;40;"7 dagen";"Nooit";"1 dag";"1 dag";6;0;2;2;"INAL5W1";8888;0;8888;8888;1;"1";"1";"100,000";1;8888;"4";4;4;5;4;7;4;3;3;2;3;4;"Nee";"Nee";"Ja";"Nee";"Nee";"Nee";"Nee";"Nee";"Nee";"Nee";2;2;2;2;2;4;3;3;1;1;1;1;3;1;1;1;120;121
263;2;"2020/06/23 11:15:19";"2020/06/23 12:05:26";"2020/06/23 12:05:26";100;8;"Meisje";"13,43484";"Nederland";"Nederlander";"Vwo (Atheneum/Gymnasium)";NA;"completed";NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;"2020/05/06 15:18:17";"2020/05/19 15:29:06";6;2006;"2006-06-15";NA;NA;6;7;7;1;3;2;3;1;4;4;4;1;4;1;3;2;4;2;2;3;4;1;4;5;1;3;4;1;5;5;1;1;1;1;1;1;4;1;2;2;3;3;4;2;2;3;3;2;4;4;3;4;1;1;3;3;2;4;3;4;4;3;4;3;5;5;3;4;2;2;2;"Ja, ik heb een iPhone";NA;"Ik heb een iPhone";2;1;3;3;3;"7 keer  per week";7;35;"7 keer  per week";"3,0";"30,0";"7 keer  per week";9;60;"4 keer  per week";1;15;"7 dagen";"1 dag";"3 dagen";"4 dagen";7;1;2;5;NA;8888;8888;8888;8888;8888;"2";"2";"200,000";3;70;"7";7;6;4;3;11;5;4;2;1;4;5;"Nee";"Ja";"Nee";"Nee";"Nee";"Nee";"Nee";"Nee";"Nee";"Nee";4;3;3;2;4;4;4;4;1;1;1;1;1;1;1;2;83;86
75;4;"2020/06/23 13:22:28";"2020/06/23 14:54:00";"2020/06/23 14:54:01";100;8;"Meisje";"14,01538";"Nederland";"Nederlander";"Havo";"Ja, ik wil doorgaan";"completed";1;1;1;"Via de Instagram app";"Nee, ik heb de mail nog niet ontvangen";"Ja";NA;"Fully Useable";"Anders, namelijk dit account is voor...";NA;NA;"Om op insta berichten van andere te bekijken.";NA;NA;"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;"2020/05/05 17:43:18";"2020/05/19 13:37:29";11;2005;"2005-11-15";NA;NA;6;6;8;8;4;2;4;2;4;4;4;3;4;2;4;3;4;3;2;4;3;2;4;4;1;3;2;1;5;5;1;1;1;2;2;2;2;1;1;2;3;2;4;3;3;3;2;2;3;3;1;4;2;2;3;1;2;4;4;3;3;4;4;5;4;4;5;4;5;2;4;"Ja, ik heb een iPhone";NA;"Ik heb een iPhone";3;2;1;2;2;"7 keer  per week";4;5;"7 keer  per week";"1,0";"3,0";"7 keer  per week";5;2;"7 keer  per week";2;10;"7 dagen";"2 dagen";"7 dagen";"2 dagen";4;2;3;1;NA;8888;8888;8888;8888;8888;"3 of meer";"2";"538,000";1;180;"6";6;6;4;1;9;5;5;1;1;5;5;"Ja";"Ja";"Ja";"Nee";"Ja";"Nee";"Ja";"Ja";"Nee";"Ja";5;4;4;4;4;4;4;4;2;2;2;2;1;1;1;1;117;109
142;22;"2020/06/23 12:20:41";"2020/06/24 13:12:31";"2020/07/08 13:12:33";62;8;"Meisje";"13,26805";"Nederland";"Nederlander";"Havo";"Ja, ik wil doorgaan";"completed";1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;"2020/05/07 15:38:42";"2020/05/19 17:31:16";8;2006;"2006-08-15";NA;NA;4;7;8;9;3;2;2;2;2;3;4;2;3;3;4;2;4;3;3;3;4;2;3;4;3;4;4;2;3;4;3;3;1;2;3;2;1;1;1;1;3;3;3;2;3;4;2;2;3;3;2;4;4;2;4;2;2;3;3;4;3;4;4;4;2;4;4;4;5;5;6;"Ja, ik heb een Android (bijv. Samsung, Motorola, Huawei)";NA;"Ik heb een iPhone";3;1;1;2;2;"7 keer  per week";8;60;"7 keer  per week";"4,0";"30,0";"7 keer  per week";6;30;"2 keer  per week";2;10;"7 dagen";"Nooit";"Nooit";"2 dagen";6;0;0;1;"INAL2W1,INAL3W1";8888;1;1;8888;0;"2";"1";"400,000";4;80;"Ik heb niet gekeken of ik reacties had";8;8888;5;4;2;4;3;1;1;5;5;"Ja";"Ja";"Ja";"Nee";"Nee";"Ja";"Ja";"Ja";"Ja";"Nee";4;3;2;3;4;4;3;3;2;2;1;1;3;3;1;1;94;81
137;16;"2020/06/23 11:13:39";"2020/06/23 11:14:29";"2020/07/07 11:14:56";9;8;"Jongen";"13,84863";"Nederland";"Nederlander";"Vmbo";NA;"partially completed";NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"completed";"completed";"completed";"fully expired";"fully expired";"fully expired";"fully expired";"fully expired";"fully expired";"fully expired";"fully expired";"fully expired";"fully expired";"fully expired";"fully expired";100;100;100;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;1;2006;"2006-01-15";NA;NA;6;5555;8;5555;4;1;4;2;4;1;4;1;4;2;4;2;4;1;1;4;4;1;5;5;5555;5555;5555;5555;5555;5555;1;1;1;1;1;5555;5555;5555;5555;5555;4;5;3;3;2;5;2;3;4;5555;5555;5555;5555;5555;5555;5555;5555;5555;1;3;4;4;3;5555;5555;5555;5555;5555;1;1;1;"Ja, ik heb een Android (bijv. Samsung, Motorola, Huawei)";NA;"5555";4;2;3;3;3;"6 keer  per week";2;30;"7 keer  per week";"2,0";"30,0";"7 keer  per week";5;60;"7 keer  per week";2;180;"5 dagen";"Nooit";"Nooit";"1 dag";1;0;0;1;"INAL2W1";8888;1;0;8888;0;"1";"5555";"500,000";2;0;"Ik heb niet gekeken of ik reacties had";8;8888;1;1;10;5;4;2;2;4;4;"Nee";"Ja";"Ja";"Ja";"Nee";"9999";"9999";"9999";"9999";"5555";2;2;1;1;5555;5555;5555;5555;1;1;1;1;5555;5555;5555;5555;119;NA
128;3;"2020/06/23 11:16:49";"2020/06/23 11:32:44";"2020/06/23 11:32:44";100;8;"Meisje";"13,84804";"Nederland";"Nederlander";"Vwo (Atheneum/Gymnasium)";"Ja, ik wil doorgaan";"completed";1;0;0;"Via de Instagram app";"Ja, ik heb de e-mail ontvangen";"Ja";NA;NA;NA;NA;NA;NA;NA;NA;"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"fully expired";"completed";"completed";100;100;100;100;100;100;100;100;100;100;100;100;0;100;100;NA;"2020/05/21 08:03:20";1;2006;"2006-01-15";NA;NA;2;5;3;6;2;4;2;4;1;4;2;5;2;5;2;3;2;5;1;2;2;3;5;3;2;5;4;1;4;5;3;4;5;4;4;4;5;5;5;5;4;4;2;5;4;2;4;3;1;4;4;3;2;3;2;4;3;2;2;1;2;2;3;2;4;3;2;3;2;1;5;"Ja, ik heb een Android (bijv. Samsung, Motorola, Huawei)";NA;"Ik heb een Android (bijv. Samsung, Motorla, Huawei)";2;1;4;5;2;"7 keer  per week";2;15;"Nooit";"0,0";"0,0";"7 keer  per week";2;2;"7 keer  per week";1;180;"7 dagen";"Nooit";"7 dagen";"7 dagen";2;0;1;1;"INAL5W1";8888;0;8888;8888;1;"1";"5555";"7,000";1;8888;"7";7;7;1;1;4;4;4;1;1;5;5;"Nee";"Ja";"Ja";"Ja";"Nee";"Nee";"Ja";"Ja";"Ja";"Ja";1;1;1;1;3;4;2;3;5;5;5;5;4;4;4;4;90;94
52;19;"2020/07/02 16:38:02";"2020/07/02 16:42:36";"2020/07/02 16:42:37";100;8;"Meisje";"13,01585";"Nederland";"Nederlander";"Vmbo";"Nee, ik wil niet meedoen";"completed";NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"completed";"completed";"completed";"partially completed";"completed";"fully expired";"completed";"fully expired";"fully expired";"fully expired";"fully expired";"fully expired";"fully expired";"fully expired";"completed";100;100;100;16;100;0;100;0;0;0;0;0;0;0;100;NA;NA;11;2006;"2006-11-15";NA;NA;6;5555;7;5555;4;2;4;1;4;2;4;1;3;1;4;1;4;3;1;4;4;1;5;5;5555;5555;5555;5555;5555;5555;1;1;1;1;1;5555;5555;5555;5555;5555;2;2;3;5;2;2;2;3;3;5555;5555;5555;5555;5555;5555;5555;5555;5555;4;1;4;4;3;5555;5555;5555;5555;5555;1;1;1;"Ja, ik heb een Android (bijv. Samsung, Motorola, Huawei)";NA;"5555";5;3;4;5;2;"7 keer  per week";6;60;"7 keer  per week";"8,0";"30,0";"7 keer  per week";4;20;"7 keer  per week";4;70;"7 dagen";"1 dag";"7 dagen";"2 dagen";30;5;60;1;NA;8888;8888;8888;8888;8888;"2";"5555";"400,000";4;70;"7";7;7;4;4;2;4;4;2;2;4;4;"Ja";"Ja";"Ja";"Ja";"Ja";"9999";"9999";"9999";"9999";"5555";4;4;4;4;5555;5555;5555;5555;5;5;5;5;5555;5555;5555;5555;63;NA
178;20;"2020/06/24 11:43:45";"2020/06/24 11:46:02";"2020/07/08 11:46:16";90;8;"Jongen";"13,84826";"Nederland";"Nederlander";"Vwo (Atheneum/Gymnasium)";"Ja, ik wil doorgaan";"completed";1;1;1;"Via de Instagram app";NA;NA;NA;"Fully Useable";"Account om informatie met iedereen te delen";NA;NA;NA;NA;NA;"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;"2020/05/05 15:05:00";"2020/05/19 18:30:24";1;2006;"2006-01-15";NA;NA;7;6;9;8;3;1;4;3;2;4;5;2;3;2;4;2;4;3;1;4;4;1;5;5;1;3;4;1;5;5;1;1;1;1;1;1;1;1;1;1;3;2;4;2;3;4;1;3;3;5;2;4;2;2;4;2;3;3;4;4;3;5;3;4;4;4;4;3;2;2;2;"Ja, ik heb een Android (bijv. Samsung, Motorola, Huawei)";NA;"Ik heb een Android (bijv. Samsung, Motorla, Huawei)";3;1;1;3;2;"6 keer  per week";3;30;"Nooit";"0,0";"0,0";"7 keer  per week";6;15;"7 keer  per week";9;70;"7 dagen";"Nooit";"1 dag";"Nooit";3;0;1;0;"INAL5W1";8888;0;8888;0;1;"1";"1";"250,000";1;8888;"8888";8888;8888;8888;8888;6;5;4;2;1;4;5;"Ja";"Ja";"Ja";"Ja";"Nee";"Ja";"Ja";"Ja";"Ja";"Ja";3;2;3;3;2;2;2;2;2;2;2;2;2;2;2;2;113;114
346;4;"2020/06/25 00:01:30";"2020/06/25 00:19:16";"2020/06/25 00:19:18";100;8;"Meisje";"15,43356";"Anders";"Anders";"Havo";"Ja, ik wil doorgaan";"completed";1;1;1;"Via de Instagram app";"Ja, ik heb de e-mail ontvangen";"Ja";NA;"Fully Useable";"Fan account";NA;NA;NA;NA;NA;"completed";"completed";"fully expired";"completed";"completed";"fully expired";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";100;100;0;100;100;0;100;100;100;100;100;100;100;100;100;"2020/05/11 08:20:25";"2020/05/21 23:48:52";6;2004;"2004-06-15";"China";"Chinese";4;4;4;5;2;2;3;3;2;4;3;2;3;3;2;2;3;2;4;2;2;3;2;3;4;2;2;3;2;3;3;4;3;3;3;4;5;4;3;4;3;3;4;3;2;3;3;1;3;3;2;3;2;1;3;3;2;2;3;3;4;3;5;4;4;5;3;4;2;2;3;"Ja, ik heb een iPhone";NA;"Ik heb een iPhone";3;1;3;3;1;"2 keer  per week";1;13;"1 keer  per week";"1,0";"3,0";"4 keer  per week";1;3;"3 keer  per week";2;30;"2 dagen";"Nooit";"2 dagen";"Nooit";2;0;2;0;"INAL2W1";8888;1;8888;0;0;"2";"1";"10,000";2;5;"8888";8888;8888;2;2;2;2;2;1;1;5;5;"Nee";"Ja";"Nee";"Nee";"Ja";"Ja";"Ja";"Ja";"Nee";"Ja";1;1;1;1;3;2;3;3;3;3;3;3;4;4;3;3;83;74
187;27;"2020/06/24 12:23:31";"2020/06/24 12:29:02";"2020/06/24 12:29:02";100;8;"Jongen";"13,76367";"Nederland";"Nederlander";"Havo";"Nee, ik wil niet meedoen";"completed";NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"partially completed";"completed";"fully expired";100;100;100;100;100;100;100;100;100;100;100;100;26;100;0;"2020/05/25 16:13:34";"2020/05/20 19:06:32";2;2006;"2006-02-15";NA;NA;6;6;7;9;4;2;4;3;4;4;4;3;4;2;4;3;5;3;1;4;4;1;5;5;1;4;4;1;5;5;2;1;1;2;1;1;1;1;1;1;4;2;4;1;3;2;2;2;2;3;1;3;1;3;3;1;1;3;4;5;3;4;4;5;5;3;5;5;2;2;4;"Ja, ik heb een Android (bijv. Samsung, Motorola, Huawei)";NA;"Ik heb een Android (bijv. Samsung, Motorla, Huawei)";2;1;1;3;2;"7 keer  per week";3;30;"7 keer  per week";"2,0";"5,0";"7 keer  per week";4;60;"3 keer  per week";1;60;"7 dagen";"Nooit";"1 dag";"Nooit";1;0;0;0;"INAL4W1";8888;0;8888;1;0;"1";"9999";"130,000";1;8888;"8888";8888;8888;1;1;3;4;4;2;1;4;5;"Ja";"Ja";"Ja";"Ja";"Nee";"Nee";"Ja";"Ja";"Nee";"Nee";4;5;5;4;3;5;4;3;2;1;1;2;2;1;1;2;117;9
261;25;"2020/06/23 11:34:42";"2020/06/23 11:42:30";"2020/06/23 11:42:31";100;8;"Jongen";"14,35237";"Nederland";"Nederlander";"Vmbo";"Nee, ik wil niet meedoen";"completed";NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;"2020/05/06 15:11:11";"2020/05/19 13:59:11";7;2005;"2005-07-15";NA;NA;6;7;8;9;3;2;4;1;3;1;3;2;4;2;3;1;4;2;1;4;4;1;5;5;2;4;4;1;4;5;3;1;1;1;1;2;2;4;1;1;4;1;3;2;3;3;1;1;4;4;3;2;2;2;2;1;3;3;5;4;3;5;5;3;4;4;5;3;1;2;2;"Ja, ik heb een Android (bijv. Samsung, Motorola, Huawei)";NA;"Ik heb een Android (bijv. Samsung, Motorla, Huawei)";4;2;4;3;2;"7 keer  per week";5;15;"Nooit";"0,0";"0,0";"7 keer  per week";10;15;"7 keer  per week";10;30;"7 dagen";"Nooit";"1 dag";"Nooit";5;0;1;0;"INAL2W1";8888;1;8888;0;0;"1";"2";"130,000";2;40;"8888";8888;8888;4;1;5;4;3;1;2;5;4;"Ja";"Ja";"Nee";"Ja";"Nee";"Nee";"Ja";"Nee";"Nee";"Nee";2;1;1;1;2;2;2;2;2;1;2;1;3;3;4;1;61;26
